text,class
"b'Samsat Ladies Hadir di Makassar, Wajib Pajak Dilayani Wanita Berparas Cantik dan Berdedikasi https://t.co/xQDocmO4QI https://t.co/gJ1DZp3qtE'",pajak
"b'No Makeup di Depan Publik, Potret Son Ye Jin 20 Tahun Lalu Jadi Hot Topic #SonYeJin https://t.co/IF7aPR53nn https://t.co/dksfN58mcq'",kecantikan
b'WJSN berasa konser keren bangett \xf0\x9f\x98\xad\n\n#\xec\x9a\xb0\xec\xa3\xbc\xec\x86\x8c\xeb\x85\x80\xeb\x8a\x94_\xed\x80\xb8\xeb\x8d\xa4\xec\x9d\x84_\xec\xb0\xa2\xec\x96\xb4\n#OUR_QUEEN_WJSN https://t.co/HWcrnIuCTF',konser
"b'Wisata pantai tanjung manjangan sibur yang terletak di Desa sungai sibur, Sumatra Selatan https://t.co/KdNBnHyg0c'",wisata
"b'Namanya jelas tak asing bagi fans sepakbola Indonesia. Julio Lopez merupakan salah satu gelandang terbaik yg pernah merumput di Indonesia.\n\nTahukah kamu, selain PSIS klub mana saja yg pernah dibela oleh JLo? https://t.co/5T7fmtOiQI'",sepakbola
b'Mungkin aku kalau ke konser bangtan tiap saat update kali ya wkwk',konser
"b'Jika melakukan DYOR dan memenuhi kaidah investasi, maka ketika ada turbulensi pasar tdk perlu panik berlebihan.\n\n""Don\'t be extremely panicking during market crash in Crypto, if you\'ve obeyed the investment rules and DYOR""\n\n#CryptoPublucID\n#Cryptocrash \n#Cryptos https://t.co/FOJqEWjwGD'",investasi
b'Thailand msh jadi momok untuk Indo dalam sepakbola &amp; futsal.',sepakbola
b'Milan Puncaki Klasemen Liga Italia Meski Ditahan Imbang Bologna Tanpa Gol https://t.co/lV3IhtJPi9 #InfoSepakbola #Sepakbola https://t.co/7CyGr2i77V',sepakbola
b'Jadwal Bioskop dan Harga Tiket Film KKN di Desa Penari Yogyakarta Jumat 20 Mei 2022 https://t.co/gC0u3tLPRv',film
"b'Petugas Samsat membagikan brosur &amp; menjelaskan kpd pemohon pajak ttg beragam kemudahan dalam membayar pajak menggunakan aplikasi SIGNAL (SAMSAT DIGITAL NASIONAL) tanpa repot keluar rumah, tanpa antri, dan STNK akan diantar ke rumah.Yuk download SIGNAL di PlayStore &amp; AppStore https://t.co/3ScGmiKRdi'",pajak
b'WTS (WANT TO SALE / SHARING)\n\nNobar Device Akun offc *co tiket di wv* \n1st Konser TREASURE\n\xf0\x9f\x92\xb8280k \nNanti pake akun wv yang dipake CO\nAda proof yaa^^\n\nDM aja yang mau~ \n#zonauang #Treasure #TEUME #TREASURE_1STCONCERT',konser
b'kalo ga salah dulu tu ada film series ttg KKN di desa penari ini di Netflix atau apa gitu tapi lupa2 ingat ntah iya ntah ngk cmn kok mirip bngt njir',film
b'ini video wisata ke Bali benar-benar indah \xf0\x9f\x98\x8d\n\n#bali #indonesia #wonderfulindonesia #pesonaindonesia #island #paradise https://t.co/27zpWt6IB8',wisata
b'View IHSG Saham Komoditas Krypto.\n\n#ctasaham\n#ctacrypto\n#analisateknikal\n#saham\n#IDX\n#IHSG\n#tradingsaham\n#analisasaham\n#bandarmologi\n#komoditas\n#coal\n#metal\n#gold\n#cpo\n#oil\n#dollar\n#btc\n#eth\n#altcoins\n#crypto \n#luna\n#Terra \n#wallstreet\n#djia\n#nasdaq\n#IHSG\n#bisniscom\n#investingcom https://t.co/hCm39nAo8Q',investasi
"b'Volume Distribusi PGN (PGAS) Cenderung Naik, Bagaimana Prospek Sahamnya? - Investor Daily #saham #investasi https://t.co/zrBGdyvwak'",investasi
b'Film Virgin Mom Kapan Tayang? Catat Jadwal Lengkap dengan Daftar Pemainnya \n\n#virginmom\n\nhttps://t.co/iig245eGi2',film
b'Bikin kulit jadi kinclong! https://t.co/Fxy2jmUBru',kecantikan
"b'Terkait  unrealized lost itu, terutama disebebabkan kerugian yang belum direalisasi sebesar Rp 881 miliar dari investasi Telkomsel di saham GOTO https://t.co/tLuPrFzUzN\n#GuritaTelkom'",investasi
"b'[cm] gais ada yg daftar beasiswa pertam1na ga? itu yg bukti follow media sosial, yg difollow apa aja? ada ketentuannya ga ya? makasii'",beasiswa
b'Harga saham terjun bebas baru aja gw nyoba investasi saham goto  #GuritaTelkom',investasi
b'ada rekomen series atau film netflix yg seru gaa?? tp aku lebih suka yg fantasy gtuu yg action juga gapapa',film
"b'Pengaturan pemutaran trailer ini semestinya juga dibutuhkan di bioskop selain rating usia untuk film. Ini misalnya, saat banyak anak &amp; penonton di bawah umur yang nonton, trailer kayak Madu Murni soal si Badrun-lah, bikin enaklah, sangelah... \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/l5IlvsswGQ'",film
b'saran skincare untuk kulit yg pori2 besar\xf0\x9f\xa5\xb2',kecantikan
"b'Hai, Aku membagikan wisata dari aplikasi Desa Wisata Nusantara\nWisata Alam Kapalo Banda\nhttps://t.co/tQbphC3n7F https://t.co/TGlfhhKYjK'",wisata
b'Dari dah berapa tahun malaysia pun ms2 ngan ms3 asyik kalah kat thomas cup. Memang mengharap ms1 je dari dulu',bulutangkis
"b'Buka mata telinga kalian ,Mahasewa \xf0\x9f\x98\xa4.\n\nJokowi Gas Pol Demokrasi \xf0\x9f\x92\xaa https://t.co/GH0uJiWOGE'",demokrasi
"b'Sebanyak 15 anak penyintas erupsi Gunung Semeru di Kabupaten Lumajang, Jawa Timur, mendapat beasiswa pendidikan. https://t.co/hrCzUvmJEj'",beasiswa
b'Ada kerugian saham #TelkomHarusDireformasi\nRiriek Adriansyah\nInvestasi Telkom Rugi https://t.co/DkDZt7q6rf',investasi
"b'Mending dengerin Pak Putin ""investasi di asset nyata bisa makanan, energi, emas, dan lainnya"" \xf0\x9f\x91\x8d'",investasi
"b'nonton top gun pertama udh dri 2020 demi ngerti alur filmnya, soalnya sekuel film nya waktu itu sbntr lgi, also bcs tom cruise sih wkwk.Tpi sygnya malah corona dan soon 25 may bakal rilis di bioskop wow finallyy! \xf0\x9f\x98\x8d https://t.co/ErRlusO8Cq'",film
"b'Beli produk kecantikan, perawatan wajah &amp; tubuh itu nggak boleh asal-asalan loh. Salah satu brand kecantikan alami yg bagus itu dari The Body Shop Indonesia. Selain brand nya punya produk-produk yg bagus, produknya juga ramah lingkungan banget loh @thebodyshopind #beseenbeheard'",kecantikan
b'Empati cekik wong cilik. Harga barang &amp; pajak dinaikan.\nAkhiri Jokowi. \n#RakyatBersamaMahasiswa https://t.co/Vd9R1VP2E0',pajak
"b'Saatnya #racuninskincare essence yang bikin kulit kusehat, bisa menghempas jerawat ga pake cekit-cekit dan kalau dipake dibawah makeup bikin flawless!\xf0\x9f\x92\xaf\n\n           \xea\x95\xa4 LACOCO\n           5% Bakuchiol Essence\n\nSiapa yang penasaran &amp; pengen coba serum ini??\xe2\x98\x9d\xf0\x9f\x8f\xbb\xf0\x9f\x98\x97 #beautiafreviews https://t.co/1fiQWX9rPh'",kecantikan
b'.\nPemindahan dan pembangunan Ibu Kota Negara (IKN) Nusantara merupakan wujud nyata dan bentuk konkret dari sistem demokrasi\n\n@Dr_Moeldoko\n#MoeldokoBentengNKRI\nhttps://t.co/yxd61AC0ij https://t.co/iSyTUITpfG',demokrasi
b'jadi inget dulu waktu smp gue main bulutangkis kaya nyemes angin anjir mainya juga bentar soalnya koknya keburu jatoh\nlahiya waktu itu gue ga tau mata gue mines \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',bulutangkis
b'Asyik nih crypto sekarang gak cuma investasi uang aja tapi juga bisa investasi pahala lewat donasi mantap \xf0\x9f\x98\x81\n#KadoLebaranTokocare',investasi
"b'melihat bocah\xc2\xb2 bangke dan baru paham Bulutangkis itu rasanya pengen gw bogem semua, \n\nAtlet lw salahin, emang semua pengen kalah?! namanya permainan/lomba ya pasti ada menang/kalah. hal itu yang perlu diterima sama fans.'",bulutangkis
"b'Hi Ubayatizen!\n\nRabu 13 April 2022 kemarin, para mahasiswa Politeknik UBAYA penerima beasiswa Triple Helix Angkatan 2019 berkesempatan untuk mendapat pembekalan dan motivasi dari Kepala Dinas Kebudayaan, Kepemudaan dan Olahraga serta Pariwisata, Dra. Wiwiek Widayanti. https://t.co/wHMwWruktw'",beasiswa
b'#AnugerahPesonaIndonesiaAward2022 #AcehSelatan \n\nDua Destinasi Spot Wisata Aceh Selatan kembali masuk Nominasi 10 Besar pada ajang Anugerah Pesona Indonesia (API) Award tahun 2022\n\nhttps://t.co/1nLcp294eu',wisata
b'Sejauh ini dari semua capres gue suka pak Ganjar sih. Kenapa? Karena beliau adalah penggiat demokrasi.  #GanjarPranowoForIndonesia',demokrasi
b'Percayakan perawatan kulit wajah kalian pada \n@thebodyshopindo #beseenbeheard karena produknya selain bagus juga sudah pasti aman',kecantikan
"b'#UCL is back! Benfica vs Liverpool dan Manchester City vs Atletico Madrid akan tersaji dini hari nanti, untuk temenin sahur kamu!  https://t.co/1fbiZiue6M'",sepakbola
"b'BI memperingatkan risiko perdagangan aset kripto yang meningkat di tahun ini akibat kerentanan perekonomian global, terutama akibat kenaikan suku bunga The Fed.\n https://t.co/Xot6DFT8TR'",investasi
"b'Sakit tak sakit, agak2 la. Ego melangit sangat. Nak beat drama korea ke??? #7harimencintaiku3'",film
b'Info nonton konser Denny Caknan dimana ya ?\nBen lekku loroati menghayati tekan ati tenan cok !',konser
"b'Tax Amnesty II, diberi judul ""Program Pengungkapan Sukarela"" \nApapun itu namanya, adalah cara penguasa meraup uang cash dari wajib pajak, dg ""iming2x"" tidak akan ada pemeriksaan selama jangka waktu tertentu yg berujung pada tuntutan pidana yg terkait dg masalah perpajakan.'",pajak
b'Polres Temanggung gelar patroli pendisiplinan prokes di hari weekend di tempat wisata guna mencegah penyebaran covid-19 https://t.co/3QlcbALgLv',wisata
"b'Buat arek-arek Suroboyo yang tertarik dan mau memulai investasi saham, Yuk buka rekening saham di Galeri investasi CGS-CIMB Sekuritas Indonesia Surabaya! https://t.co/RdrTFp8yZt'",investasi
b'Indonesia vs Jepang di Semifinal Thomas Cup 2022 https://t.co/5JPWfAiDue',bulutangkis
"b'Sumpaaah curiga banget sama admin winrock. Kerjaannya klo g di stasiun tv pasti bagian pembjakan film bioskop. Ini kualitasnya HD bgt, ga goyang2, n upload langsung bbrp menit dr acara live.\nMencurigakan \xf0\x9f\xa4\xa3'",film
b'Baru inget nonton Bulutangkis gegara ke swalayan dulu pulang gawe beliin peralatan buat adek. \nIni lagi Jojo. \nSemangat Indonesia \xf0\x9f\x92\xaa',bulutangkis
"b'Satu2nya investasi yg gua punya cuma Surat Utang Negara yang terdiri dari 2 jenis obligasi yakni SBR dan Sukuk Ritel. Kenapa gua milih ini dibanding volatil kayak saham atau crypto misalnya, karena sun itu hampir bebas risiko. Tetep ada risiko cuma terkendali kok'",investasi
b'Daftar 29 Pemain Timnas U-23 Indonesia Yang Dipanggil Untuk Persiapan SEA Games 2021 - Parboaboa https://t.co/qQW9WOAb5j \n\n#parboaboa #beritabola #infobola #SepakBola #pssi #SeaGames #timnasu23 #timnasindonesia #ShinTaeYong #koreaselatan #TC',sepakbola
b'Hadirnya Kepolisian Dalam Aksi Unjuk Rasa 21 April 2022 Berhasil Mencegah Adanya Upaya Provokasi Kericuhan Serta Mengantisipasi Adanya Kelompok Kepentingan yang Menunggangi Aksi Tersebut https://t.co/Zra2QAuMxN',demokrasi
"b'mvs FURY UDAH TAYANG DI NETFLIX!!! Ayo nonton guys, termasuk film tentang WWII yang bagus menurutku. Ini dari POV Tank yahhh jadi seru\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d https://t.co/6LeFWzAsc2'",film
b'ADUH PLSSSSS INTERNET STOP RACUNIN GUE SAMA MAKEUP GUE MAKIN BOKEK AJGGGGG',kecantikan
"b'Ternyata prediksi saya dan Pak Mark Rutte @MinPres, Perdana Menteri Belanda, tepat! Saat bertemu beberapa waktu lalu kita sama-sama menjagokan Madrid akan jadi pemenang pertandingan final Liga Champion 2022 melawan Liverpool. https://t.co/PRQBAtWVUZ'",sepakbola
"b'Kericuhan Demo HMI di Istana Negara, Dua Polisi Mengalami Luka Memar https://t.co/kxScrNaA5Z #demo #HMI #IstanaNegara #Kericuhan'",demokrasi
"b'Insya Allah klo jd, aku live rehearsal konser treasure di ig, kira2 ada yg mw nonton?'",konser
b'eh? serius ewallet bakal kena pajak jg?',pajak
"b'[cm] ada yang bisa sharing, cara dapat LoA untuk yang mau daftar beasiswa S2?'",beasiswa
"b'Update feed... \n\nBulutangkis: Badminton Thomas Dan Uber Cup \nIndonesia vs Korea \nSore ini Mulai Pukul, 14.00 WIB\n\nAsiasat 5 @100.5E \nBWF T&amp;U Cup Thailand\n4165 H 7200\n9F A7 73 B9 7A 6C 61 47'",bulutangkis
b'Terkeren sepanjang masaa adalah bulutangkis malem ini!!',bulutangkis
b'Kalau Kita Bukan Rakyat yg Taat dgn Hukum\nMudah untuk menjatuhkan rezim.\nMogok bayar pajak pemerintah gak punya Pendapatan.\n\nTapi toh Rakyat tetep taat Selalu bayar Pajak.\xf0\x9f\x98\x81\n\nArtinya Kita Sudah menjadi Warga Negara yg Baek\xf0\x9f\x98\x82\xf0\x9f\x98\x85\xf0\x9f\x99\x8f',pajak
b'Nonton AFF futsal championship semoga Indonesia menang lawan Thailand semoga timnas futsal bisa balas dendam kepada Thailand karena timnas sepakbola Indonesia kalah terus lawan Thailand https://t.co/LzyjQSSBD7',sepakbola
b'Lereng Gunung Sindoro. \nWisata alam Posong. Berada di ketinggian 1832 mdpl. https://t.co/VO7fuSYkjH',wisata
"b'Menuju liburan lebaran, IHSG melemah dan investor mengobral saham teknologinya, lho! \n\nKira-kira kenapa ya? Yuk simak!\n\n#Deddy #Bakso #cerdasinvestasi #sahamcuan #milenialinvestasi #Ginting #Investasi #Lebaran #Senin #KabarInvestasi https://t.co/QcqSrCMeI3'",investasi
"b'NCT DREAM KALO MAU KONSER DI INDO PAS GUE DAH KERJA DAN PUNYA GAJI AJA DONG, PLEASEEEEE'",konser
"b'Hal ini disampaikan Direktur Eksekutif Sinergi BUMN Institute, Achmad Yunus menanggapi akan digelarnya Rapat Umum Pemegang Saham Tahunan (RUPST) oleh PT Telkom Indonesia (Persero) pada 27 Mei 2022. #TelkomHarusDireformasi\nRiriek Adriansyah\nInvestasi Telkom Rugi https://t.co/XW6gmuO9CU'",investasi
b'Skincare gue luntur lagii gra\xc2\xb2 nangisin doshiho doang \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',kecantikan
b'RV makeup dulu gaes \xf0\x9f\x98\x82 ga sabar joy part \xf0\x9f\xab\xa0  #AlloRV_WelcomeToINA',kecantikan
b'Udah lama ga wisata alam sebelah',wisata
"b'Hasil Piala Uber 2022: Aisyah Sativa Rebut Poin Ketiga, Indonesia Pastikan Kemenangan atas Prancis #LengkapCepatBeritanya #Olahraga #Sport #Bulutangkis #Netting #Badminton . https://t.co/gWIOMhqp68'",bulutangkis
"b'[ INFO BEASISWA PENDIDIKAN INDONESIA BERGELAR TAHUN 2022 ]\n\nHallo Sobat Ekonomi! \n\nKalian sedang menantikan info beasiswa? Kali ini ada kabar baik, lho! Yuk daftar Beasiswa Pendidikan Indonesia (BPI) Bergelar tahun 2022.\n\nyukk simak informasinya\n\nhttps://t.co/bfxzxn0cV8 https://t.co/dpdWsuto1A'",beasiswa
"b'Beasiswa Berbagai Bidang Studi di University of Twente, BELANDA\n\nBACA: https://t.co/LvM9cPHUy4\nDEADLINE: 1 Mei 2022\n\nCHAT WhatsApp: https://t.co/pjGq71tRmE'",beasiswa
b'S1 aja blm lulus. Udh cari beasiswa S2 aja\xf0\x9f\x99\x83',beasiswa
"b'Di Bawah Jokowi, Oligarki Kian Mencengkeram &amp; Demokrasi Makin Semu https://t.co/hmkBEV54h9\n\nrezim zalim wajib di hentikan https://t.co/mGURzAl1Ts'",demokrasi
"b'Ginian ngapain di survey sih ? Wong sudah jelas pajak, bbm, pln, bahan pangan, tol semua naik. Lama2 KPK gak perlu, cukup disurvey tersangka koruptornya, kalau responden nilai baik2 saja, tersangka dilepas. \xf0\x9f\xa4\xa3 https://t.co/s75Ci2Qtvu'",pajak
"b'Malaysia maybe kurang kekuatan pada Men Single.\nMasa zaman LCW, dia sorang nak carry the team masa thomas cup. Chong Wei Feng, Iskandar Zulkarnain, tak selevel ngan Lee Chong Wei\n\nZaman zi jia, semua pun nampak , level LZJ jauh tinggi daripada Tze Yong, Jun Hao, Aidil Sholeh'",bulutangkis
b'Daddies kalo maen selalu asik. Seru. Gak pada kehabisan tenaga walau 3 set. Malah jadi gw yang kehabisan tenaga. \xf0\x9f\xa4\xaa\xf0\x9f\x98\x85\n\n#ThomasUberCup2022 #ThomasCup2022 #ThomasCup #ThomasUberCup #badminton #BadmintonIndonesia #bulutangkis',bulutangkis
"b'Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi (Mendikbudristek) Nadiem Anwar Makarim mengajak masyarakat untuk memanfaatkan beasiswa pendidikan Indonesia yang sudah dibuka.\n\nhttps://t.co/C2BM3NheRi https://t.co/XLRyhDUgo4'",beasiswa
"b'Gila siii ngalahin WR 1 duniaaaa ni, semoga bangkit tim putri bulutangkis indonesia'",bulutangkis
b'Oligarki Mencengkeram Negara Hukum dan\xc2\xa0Demokrasi https://t.co/S9sYioPRZN',demokrasi
"b'Dengan diperbolehkannya mudik dan penetapan cuti bersama sebanyak 4 hari, diprediksi akan terjadi peningkatan aktivitas di tempat wisata. #kumparanNEWS https://t.co/JVnw15sCWJ'",wisata
"b'Dari dulu langganan banget pake produk @thebodyshopindo \xf0\x9f\xa5\xb0 sekarang makin suka sama produk nya karena selain peduli perawatan badan dan wajah kita, produknya juga peduli sama lingkungan loh! jadi ramah lingkungan deh produk-produknya \xf0\x9f\xa5\xb0 #beseenbeheard'",kecantikan
"b'Kenaikan PPN 1 persen ini keliatannya emang cuma SATU persen, tapi diterapin ke banyak hal, hampir semua layanan mulai dari tarif dasar telepon/SMS, pajak tagihan pascabayar, langganan streaming, token listrik dll. Berasa juga ya cuy \xf0\x9f\x98\x93'",pajak
b'Destinasi Wisata di Kab. Banyuwangi Sunrise Of Java\nCekidot\n#DesaWisataNusantara\n#TPPJawaTimur\n#TPPPonorogo \n@halimiskandarnu @kemendespdtt @malik_haramain @LuthfiyahNurla1 @imansyukri @taufikmadjid71 @azzameldzikrie @Ari_Asharie  @Mift4hulMunir @GosBrodhen_73 @ipank101 @el_deha https://t.co/Bt8OmGVTNk',wisata
"b'MUHASABAH\n\nApa yg terjadi stlh 76 thn umat Islam NKRI mengikuti ajaran Montesquieu (demokrasi)? Sejauh mana demokrasi menindas ajaran Allah &amp; RasulNya?\n\nBaca No. 16-18: https://t.co/H3dbSAFHiZ\n\nStlh tahu fakta2 tsb, masihkah mau mendurhakai Allah &amp; RasulNya dgn ikut2an demokrasi? https://t.co/z0h5Mok6nc'",demokrasi
"b'Alternatif pelatih fisik,keuntungan :\n1.Paham kultur sepakbola indonesia &amp; Arema\n2.Punya motivasi &amp; tips jaga kondisi fisik hingga bisa bermain di usia sekarang + masih produktif\n3.Bisa jadi leader &amp; momong para junior\n@AremafcOfficial @GilangJuragan99 @sudarmaji76 @OvanTobing https://t.co/9ZFNiJWf7A'",sepakbola
b'apa investasi saham',investasi
b'Tottenham Hotspur ikut memantau situasi Ivan Perisic di Inter Milan. Mereka ingin memanfaatkan koneksi Antonio Conte untuk mendapatkan jasa sang pemain. https://t.co/GPf7DEdQtT',sepakbola
"b'Lupa upload, edisi kemarin nonton konser treasure bersama chingu-chingu #anjazkece \n\n@skewbysnack @cerurozy https://t.co/TprSn05seV'",konser
"b'Persiapan jalur mudik alternatif. Bukan pantura tapi pansela (pantai selatan). Dari Banten sampai Banyuwangi. Yang liburan panjang layak coba, mudik rasa wisata.\n\n@KemenPU @pupr_binamarga https://t.co/Z4tdtYPjKx'",wisata
b'\xe2\x9c\xa8Rekomen film horor kaktipp\xe2\x9c\xa8\n\nJd ga sempet nonton di bioskop kemaren. Tp denger\xc2\xb2 banyak yg bilang bagus. Akhirnya kesampaian nonton remake film 80an ini. Duet dr om Joko Anwar sm Kimo Stamboel. Daaann uwow aku bisa boboque nyenyak nanti \xf0\x9f\x98\x8c\n\nhttps://t.co/DI9iVXVLZ6',film
b'Tim produksi drama Korea Tomorrow akhirnya angkat bicara soal tudingan menggunakan informasi anggota BTS dalam salah satu episode mereka. #detiknetwork  https://t.co/d5Q2w2KRLI',film
b'THREAD : 1.Kalian itu benci islam ( islam pobhia ) sistem kenegaraan NKRI dah demokrasi pancasila buah hasil sistem islam di thn 1950 ( RIS ) YG DI PIMPIN OLEH KYAI...KARENA SOEKARNO ASLI NYA GAK BECUS MIMPIN.TAPI ISLAM TIDAK SERAKAH HANYA MENITIPKAN DEMOKRASI PANCASILA......',demokrasi
"b'Apakah investasi saham halal? Benar-benar halal atau cuma gimmick untuk menarik perhatian saja? Yuk, cari tahu kebenarannya di artikel video Finansialku satu ini!\n\nhttps://t.co/OS8VmTviuj https://t.co/4VVphG2sOR'",investasi
b'Gue ngintip chara demo kazuha udah 16jt \xf0\x9f\xa4\xa3 kayaknya pada sering nonton biar ngobatin kangen ya',demokrasi
b'Besok bakal penuh konten konser bangtan lagi~',konser
b'emas kali ya enak \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\nInvestasi Untuk Bangsa \nRencana Masa Depan\nUMKM Majukan Indonesia',investasi
"b'Dalam waktu 13 hari penayangan di bioskop, film ""KKN di Desa Penari"" berhasil mengalahkan ""Doctor Strange in the Multiverse of Madness"" karena telah disaksikan lebih dari 4,6 juta penonton. https://t.co/dXjtVPiC9W'",film
b'Review IPOT: INVESTASI SAHAM 100% ONLINE + GADA MINIMAL DEPOSIT https://t.co/7yyIrAU9gx',investasi
"b'Jangan tergoda sama iming-iming financial freedom di umur muda lewat crypto atau saham, apapun itu investasi terbaik itu ke diri sendiri.'",investasi
b'Ayo  like and share destinasi desa wisata Nusantara dengan unduh Aplikasi \n#DesaWisataNusantara\n@jokowi\n@halimiskandarnu\n@SukoyoKasekpro\n@Brigade01Arwan1\n@Ari_Asharie\n@Mift4hulMunir\n@mujib_mdr\n@HamiidEldino\n#TPPJawaTimur\n#tppisampang https://t.co/5zdeJlJDVg',wisata
"b'Setelah rumahnya menjadi lokasi film KKN di Desa Penari, pemilik rumah, Ngadiyo memilih untuk pindah. Apa alasannya? https://t.co/ujCC1ykS4l'",film
b'masih ada produk kecantikan yang ramah lingkungan kaya @thebodyshopindo #beseenbeheard keren abisss',kecantikan
b'Berbicara tentang hak dan kewajiban yang terkait dengan #keuangan tentu kita akan memikirkan berbagai alasan saat mengeluarkan uang --termasuk di dalamnya adalah alasan\xc2\xa0pun tujuan membayar pajak. Apalagi https://t.co/Z1GDm6MYmJ',pajak
b'Habis cb kayanya fm/konser soalnya dah jual ls',konser
"b'Pada Rabu (18/5/2022), Kim Sae Ron dilaporkan sedang diinvestigasi polisi terkait dugaan mengemudi di bawah pengaruh alkohol. Kim Sae Ron merupakan mantan aktris cilik yang pernah tampil di drama dan film populer, seperti High School Love On dan Uncle.\n\nhttps://t.co/7JVu44mauw https://t.co/M53eDt7R4f'",film
b'\xe2\x80\xbc FLASH SALE \xe2\x80\xbc\n\n\xef\xb8\x8f\xe2\x9c\xa8 Dettol Sabun Batang Skincare 5 x 100 gr\xe2\x9c\xa8\n\n\xe2\x9b\x94\xef\xb8\x8f DISKON 1%\n\nJangan sampai kehabisan \xf0\x9f\x91\x87                \nhttps://t.co/szAvnHbojg https://t.co/fz7GGy2xEw',kecantikan
"b'Menerka Penyebab IHSG Jeblok Beruntun, Diprediksi Sejak Sebelum Lebaran\n\n #Sindonews #BukanBeritaBiasa .https://t.co/7HAmxhYTJW'",investasi
b'View 200 Day MA (Moving Average) Untuk IHSG &amp; 100 Saham Blue Chip.\n\n#ctasaham\n#chartctasaham \n#analisateknikal\n#saham\n#IDX\n#yuknabungsaham\n#yuktradingsaham\n#belajarsaham\n#movingaverage \n#IHSG\n#bluechip\n#bank\n#media\n#teknologi\n#rtibusiness \n#financeyahoo \n#investingcom https://t.co/P1GYiYT0Yy',investasi
"b'Yuk beli Netflix disini biar nonton Series atau Film gak diganggu iklan\n\n\xf0\x9f\x8d\xbf JUAL NETFLIX HARIAN ANTI ON HOLD \n\nsewa harian\n1 hari: 5K\n3 hari: 10K\n1 minggu: 15K\n2 minggu: 25K\n+1 hari: 3K\n\n\xe2\x9c\x85 Kualitas Premium UHD\n\xe2\x9c\x85 Anti On-hold\n\xe2\x9c\x85 Legal, aman dan bergaransi\n\nKalau minat bisa DM/WA https://t.co/MRoAuuefY1'",film
b'Ini Jadwal Samsat Jempol untuk Mmudahkan Masyarakat Bayar Pajak Kendaraan Bermotor https://t.co/WPUbTFH6Kz',pajak
"b'Ya ampun bokap gua kmrn akhirnya ntn dri tv trus dia bilang\n\xf0\x9f\xa7\x94\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f ""itu yang cakep bgt yang promosiin skincare di iklannya"" \n*bingung dlu, inget dream pernah promosiin skincare*\n\xf0\x9f\xa7\x94\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f ""itu loh yang jangkung, idungnya bagus pisan"" \n*nunjukkin foto jeno* ""yang ini bukan ?""'",kecantikan
"b""PT Qiu Fine'art Management solusinya.\nTerima Jasa Pengurusan\n1.Mutasi\n2.Bbn [Bea balik nama]\n3.Pajak Tahunan atau pajak 5tahunan\n4.Surat Tilang\n5.KK dan e-KTP\n6.SIPA\n7.Akta Kelahiran [Kota Bekasi]\n8.NPPBKC \nSemua bisa dilayani Jabotabek https://t.co/iyBknoAfQG""",pajak
b'https://t.co/6iORIfrHm5 Cek kapankah negara indonesia jatuh pada masa demokrasi terpimpin',demokrasi
b'Cen Sui Lan Menyediakan 1.200 Beasiswa inilah Syaratnya https://t.co/Zv1yC9cdC0',beasiswa
"b'Rian.... Tolong jangan main bulutangkis kayak gitu, kalo bikin error begitu gw juga bisa.'",bulutangkis
b'Kumpulan #Beasiswa Filipina\n\nBACA: https://t.co/ARUFFlaVFT\n\nBerlangganan info @BeasiswaIndo via WhatsApp &amp; Telegram. GRATIS!\n\nWhatsApp: https://t.co/8yhRQxeAKZ\nTelegram: https://t.co/KmJMYQMTkm\nTelegram Bot: https://t.co/jD9wGrrqNX https://t.co/P2QZtsIQ12',beasiswa
b'Resiko nonton bulutangkis dengan ekspetasi. https://t.co/th3ZHgdyDS',bulutangkis
b'Puan Serukan Hentikan Perdebatan Wacana Penundaan Pemilu!\n\nKetua DPR RI Puan Maharani menyerukan ke semua pihak untuk menghentikan perdebatan mengenai wacana penundaan Pemilu 2024.\n\n meneguhkan sikapnya menolak penundaan Pemilu atau perpanjangan masa jabatan Presiden. https://t.co/kJjjFSPXGX',demokrasi
"b'Crypto crypto, udah paling betul investasi barak 10 pintu'",investasi
b'#DesaWisataNusantara \nBeragam tujuan wisata Indonesia \n@halimiskandarnu \n@kemendespdtt \n@KoorprovSumut \n@mayjensimanung1 \n@l_sitepu \n@MahyuniEvi \n@NstSufi \n@SuryaBaktiPLD \n@saibonjalilpane \n@riswan_gin \n@LisnaSweet3 \n@JokoP2u1981 \n@Marwanhendra2 \n@NurAisy46547815 \n@YentiMariani https://t.co/8wOXBwGojt',wisata
